,chromosome,strand,start,end,length,overlapping_gene,rna_called_tss,updated_tss,promoter_start,promoter_end,gene_body_start,gene_body_end
133,10,+,378733,380260,1528,YJL036W,,427909,427909,428209,427409,427909
362,10,-,380093,380989,897,YJL035C,,156228,156228,156528,155728,156228
134,10,+,380665,383672,3008,YJL034W,,429821,429821,430121,429321,429821
135,10,+,383798,386249,2452,YJL033W,,432497,432497,432797,431997,432497
363,10,-,386111,387400,1290,YJL031C,,157561,157561,157861,157061,157561
136,10,+,387612,388832,1221,YJL030W,,416989,416989,417289,416489,416989
365,10,-,388266,391037,2772,YJL029C,,169363,169363,169663,168863,169363
139,10,+,392275,393744,1470,YJL026W,,407028,407028,407328,406528,407028
366,10,-,392331,392431,101,YJL027C,,170089,170089,170389,169589,170089
140,10,+,393925,395775,1851,YJL025W,,410235,410235,410535,409735,410235
368,10,-,395509,396630,1122,YJL024C,,170808,170808,171108,170308,170808
369,10,-,397143,398472,1330,YJL023C,,47564,47564,47864,47064,47564
142,10,+,398392,398960,569,YJL022W,,455751,455751,456051,455251,455751
370,10,-,398752,402899,4148,YJL020C,,172727,172727,173027,172227,172727
143,10,+,402813,407377,4565,YJL019W,,458768,458768,459068,458268,458768
374,10,-,406842,407225,384,YJL015C,,188553,188553,188853,188053,188553
144,10,+,407511,409425,1915,YJL014W,,483343,483043,483343,483343,483843
375,10,-,409183,413438,4256,YJL012C,,68932,68932,69232,68432,68932
376,10,-,413802,414760,959,YJL011C,,199179,199179,199479,198679,199179
377,10,-,416935,419551,2617,YJL010C,,202517,202517,202817,202017,202517
378,10,-,419701,421645,1945,YJL008C,,167908,167908,168208,167408,167908
379,10,-,423048,424422,1375,YJL006C,,174955,174955,175255,174455,174955
151,10,+,425052,431429,6378,YJL005W,,482314,482314,482614,481814,482314
381,10,-,431242,432666,1425,YJL004C,,79719,79719,80019,79219,79719
152,10,+,431979,433346,1368,YJL003W,,486385,486385,486685,485885,486385
382,10,-,433047,434908,1862,YJL002C,,214078,214078,214378,213578,214078
153,10,+,434978,436245,1268,YJL001W,,510488,510488,510788,509988,510488
154,10,+,436739,441432,4694,YJR001W,,493226,493226,493526,492726,493226
385,10,-,440614,442499,1886,YJR003C,,218339,218339,218639,217839,218339
386,10,-,442696,445600,2905,YJR004C,,86719,86719,87019,86219,86719
159,10,+,445888,448286,2399,YJR005W,,506638,506638,506938,506138,506638
160,10,+,449205,452121,2917,YJR006W,,478164,478164,478464,477664,478164
388,10,-,451927,454832,2906,YJR009C,,225805,225805,226105,225305,225805
161,10,+,452270,453633,1364,YJR008W,,459927,459927,460227,459427,459927
163,10,+,456140,458787,2648,YJR010W,,520646,520646,520946,520146,520646
390,10,-,457805,459474,1670,YJR011C,,96356,96356,96656,95856,96356
391,10,-,459630,460166,537,YJR012C,,230817,230817,231117,230317,230817
392,10,-,460337,460749,413,YJR012C,,237084,237084,237384,236584,237084
165,10,+,460340,464377,4038,YJR013W,,474612,474612,474912,474112,474612
395,10,-,464246,466997,2752,YJR017C,,244076,244076,244376,243576,244076
166,10,+,466562,469324,2763,YJR018W,,466562,466562,466862,466062,466562
396,10,-,467137,469486,2350,YJR021C,,246198,246198,246498,245698,246198
167,10,+,469782,470211,430,YJR022W,,527322,527322,527622,526822,527322
397,10,-,470089,471818,1730,YJR025C,,251711,251711,252011,251211,251711
399,10,-,483912,490828,6917,YJR031C,,259325,259325,259625,258825,259325
173,10,+,491083,492626,1544,YJR032W,,544607,544607,544907,544107,544607
400,10,-,492238,496430,4193,YJR033C,,261147,261147,261447,260647,261147
174,10,+,496626,497182,557,YJR034W,,548504,548504,548804,548004,548504
175,10,+,497360,500738,3379,YJR035W,,551993,551993,552293,551493,551993
401,10,-,500569,503591,3023,YJR036C,,264321,264321,264621,263821,264321
176,10,+,503775,507348,3574,YJR039W,,511654,511654,511954,511154,511654
177,10,+,507695,510189,2495,YJR040W,,554625,554625,554925,554125,554625
403,10,-,509948,513789,3842,YJR041C,,142558,142558,142858,142058,142558
178,10,+,514040,516417,2378,YJR042W,,556414,556414,556714,555914,556414
405,10,-,516262,517713,1452,YJR043C,,279933,279933,280233,279433,279933
406,10,-,518509,519210,702,YJR044C,,158886,158886,159186,158386,158886
407,10,-,519349,521691,2343,YJR045C,,282883,282883,283183,282383,282883
182,10,+,522031,523950,1920,YJR046W,,537419,537419,537719,536919,537419
410,10,-,524781,525382,602,YJR047C,,292413,292413,292713,291913,292413
411,10,-,526211,528457,2247,YJR049C,,297147,297147,297447,296647,297147
184,10,+,526212,526863,652,YJR048W,,572297,572297,572597,571797,572297
185,10,+,528156,529671,1516,YJR050W,,576412,576412,576712,575912,576412
186,10,+,529861,531720,1860,YJR051W,,550533,550533,550833,550033,550533
187,10,+,531867,533784,1918,YJR052W,,559974,559974,560274,559474,559974
188,10,+,533998,537770,3773,YJR053W,,610409,610409,610709,609909,610409
189,10,+,538635,539676,1042,YJR055W,,583900,583900,584200,583400,583900
416,10,-,541614,542617,1004,YJR056C,,198681,198681,198981,198181,198681
192,10,+,544046,544945,900,YJR057W,,575900,575900,576200,575400,575900
419,10,-,544534,545337,804,YJR058C,,318929,318929,319229,318429,318929
193,10,+,545207,548418,3212,YJR059W,,577382,577382,577682,576882,577382
194,10,+,548682,553455,4774,YJR060W,,573678,573678,573978,573178,573678
421,10,-,551376,554781,3406,YJR062C,,326174,326174,326474,325674,326174
195,10,+,555164,557722,2559,YJR063W,,586684,586684,586984,586184,586684
423,10,-,557470,559131,1662,YJR065C,,335673,335673,335973,335173,335673
196,10,+,559400,566925,7526,YJR066W,,592847,592847,593147,592347,592847
426,10,-,565553,567381,1829,YJR067C,,592517,592517,592817,592017,592517
197,10,+,567604,568756,1153,YJR068W,,594389,594389,594689,593889,594389
427,10,-,568590,573650,5061,YJR073C,,576074,576074,576374,575574,576074
200,10,+,573140,575437,2298,YJR074W,,610328,610328,610628,609828,610328
428,10,-,575182,576612,1431,YJR076C,,347361,347361,347661,346861,347361
429,10,-,576976,578181,1206,YJR077C,,249563,249563,249863,249063,249563
202,10,+,578909,580415,1507,YJR078W,,615381,615381,615681,614881,615381
430,10,-,580220,583481,3262,YJR083C,,420035,420035,420335,419535,420035
205,10,+,583710,585124,1415,YJR084W,,622970,622970,623270,622470,622970
431,10,-,585014,585638,625,YJR085C,,352313,352313,352613,351813,352313
207,10,+,586043,587456,1414,YJR086W,,631469,631469,631769,630969,631469
432,10,-,586163,587735,1573,YJR088C,,355368,355368,355668,354868,355368
208,10,+,587625,590800,3176,YJR089W,,634094,634094,634394,633594,634094
433,10,-,590546,594534,3989,YJR090C,,359364,359364,359664,358864,359364
434,10,-,594757,598288,3532,YJR091C,,364760,364760,365060,364260,364760
209,10,+,598689,603189,4501,YJR092W,,639242,639242,639542,638742,639242
435,10,-,603073,604200,1128,YJR093C,,366748,366748,367048,366248,366748
436,10,-,604387,605582,1196,YJR094C,,370652,370652,370952,370152,370652
212,10,+,608304,609506,1203,YJR094W-A,,645699,645699,645999,645199,645699
213,10,+,610613,610889,277,YJR095W,,647288,647288,647588,646788,647288
214,10,+,611055,612139,1085,YJR096W,,654154,654154,654454,653654,654154
215,10,+,612354,613087,734,YJR097W,,656786,656486,656786,656786,657286
439,10,-,612927,615178,2252,YJR098C,,378437,378437,378737,377937,378437
217,10,+,615460,616538,1079,YJR099W,,666675,666675,666975,666175,666675
440,10,-,616241,617301,1061,YJR100C,,381426,381426,381726,380926,381426
219,10,+,618018,619164,1147,YJR101W,,667644,667644,667944,667144,667644
441,10,-,618957,619841,885,YJR102C,,386445,386445,386745,385945,386445
222,10,+,620668,623064,2397,YJR103W,,677135,676835,677135,677135,677635
443,10,-,622398,624496,2099,YJR104C,,398107,398107,398407,397607,398107
223,10,+,623210,628437,5228,YJR105W,,678576,678576,678876,678076,678576
224,10,+,628902,629986,1085,YJR108W,,679612,679612,679912,679112,679612
445,10,-,629433,632987,3555,YJR109C,,304191,304191,304491,303691,304191
225,10,+,633507,635831,2325,YJR110W,,681250,681250,681550,680750,681250
446,10,-,635679,636782,1104,YJR111C,,408757,408757,409057,408257,408757
226,10,+,636986,638324,1339,YJR112W,,679211,679211,679511,678711,679211
447,10,-,638071,639189,1119,YJR113C,,410065,410065,410365,409565,410065
227,10,+,640080,641818,1739,YJR115W,,685785,685785,686085,685285,685785
228,10,+,641968,644648,2681,YJR117W,,736759,736759,737059,736259,736759
450,10,-,643304,646471,3168,YJR119C,,420512,420512,420812,420012,420512
229,10,+,647397,649491,2095,YJR120W,,690029,690029,690329,689529,690029
230,10,+,649736,651332,1597,YJR122W,,696296,696296,696596,695796,696296
231,10,+,651821,652788,968,YJR123W,,685689,685689,685989,685189,685689
454,10,-,652681,654355,1675,YJR124C,,429575,429575,429875,429075,429575
455,10,-,654551,655963,1413,YJR125C,,662311,662311,662611,661811,662311
456,10,-,656131,658603,2473,YJR126C,,497383,497383,497683,496883,497383
457,10,-,658802,667130,8329,YJR130C,,668083,668083,668383,667583,668083
237,10,+,667403,673708,6306,YJR131W,,710048,710048,710348,709548,710048
460,10,-,673574,676755,3182,YJR135C,,340253,340253,340553,339753,340253
238,10,+,676931,677503,573,YJR135W-A,,713249,713249,713549,712749,713249
461,10,-,677304,678628,1325,YJR136C,,342588,342588,342888,342088,342588
462,10,-,678781,683368,4588,YJR137C,,454926,454926,455226,454426,454926
240,10,+,684569,689438,4870,YJR138W,,779424,779124,779424,779424,779924
463,10,-,689240,695691,6452,YJR140C,,347148,347148,347448,346648,347148
241,10,+,695892,698321,2430,YJR141W,,720589,720589,720889,720089,720589
465,10,-,698113,700631,2519,YJR143C,,458476,458476,458776,457976,458476
242,10,+,700873,701901,1029,YJR144W,,725196,725196,725496,724696,725196
466,10,-,701792,703223,1432,YJR145C,,695285,695285,695585,694785,695285
243,10,+,703633,708737,5105,YJR146W,,12604,12604,12904,12104,12604
468,10,-,711998,713051,1054,YJR151C,,464042,464042,464342,463542,464042
469,10,-,713251,714125,875,YJR151C,,466916,466916,467216,466416,466916
470,10,-,715264,717980,2717,YJR151C,,544933,544933,545233,544433,544933
248,10,+,718242,721367,3126,YJR152W,,740058,740058,740358,739558,740058
249,10,+,722873,723999,1127,YJR153W,,742362,742362,742662,741862,742362
250,10,+,724391,728415,4025,YJR154W,,744311,744311,744611,743811,744311
474,10,-,728806,728976,171,YJR156C,,719030,719030,719330,718530,719030
475,10,-,737961,738074,114,YJR160C,,482941,482941,483241,482441,482941
234,11,-,3188,5661,2474,YKL222C,,701893,701893,702193,701393,701893
0,11,+,5585,6067,483,YKL221W,,8689,8389,8689,8689,9189
1,11,+,7377,7541,165,YKL221W,,22095,21795,22095,22095,22595
236,11,-,8695,14150,5456,YKL220C,,704826,704826,705126,704326,704826
3,11,+,14543,15863,1321,YKL219W,,14155,13855,14155,14155,14655
237,11,-,16172,18683,2512,YKL218C,,710048,710048,710348,709548,710048
6,11,+,22160,24185,2026,YKL217W,,38154,37854,38154,38154,38654
7,11,+,25143,26454,1312,YKL216W,,40815,40515,40815,40815,41315
241,11,-,26525,30688,4164,YKL215C,,720589,720589,720889,720089,720589
242,11,-,30883,31704,822,YKL214C,,725196,725196,725496,724696,725196
243,11,-,31856,34116,2261,YKL213C,,12604,12604,12904,12104,12604
8,11,+,34324,36745,2422,YKL212W,,31896,31596,31896,31896,32396
246,11,-,36492,38180,1689,YKL211C,,722862,722862,723162,722362,722862
9,11,+,38624,42347,3724,YKL210W,,46766,46466,46766,46766,47266
248,11,-,42249,46318,4070,YKL209C,,740058,740058,740358,739558,740058
10,11,+,47127,49068,1942,YKL208W,,49213,48913,49213,49213,49713
249,11,-,48889,49791,903,YKL206C,,742362,742362,742662,741862,742362
11,11,+,50024,53549,3526,YKL205W,,28767,28467,28767,28767,29267
12,11,+,53687,55896,2210,YKL204W,,48296,47996,48296,48296,48796
250,11,-,55665,63465,7801,YKL203C,,744311,744311,744611,743811,744311
251,11,-,63685,67516,3832,YKL201C,,747201,747201,747501,746701,747201
13,11,+,63949,64338,390,YKL202W,,39977,39677,39977,39977,40477
252,11,-,68082,73910,5829,YKL197C,,752235,752235,752535,751735,752235
253,11,-,74736,75857,1122,YKL196C,,758632,758632,758932,758132,758632
19,11,+,75793,77244,1452,YKL195W,,53073,52773,53073,53073,53573
254,11,-,77014,78602,1589,YKL194C,,767717,767717,768017,767217,767717
255,11,-,78734,79855,1122,YKL193C,,759747,759747,760047,759247,759747
256,11,-,79991,80510,520,YKL192C,,771281,771281,771581,770781,771281
20,11,+,80940,82787,1848,YKL191W,,55476,55176,55476,55476,55976
21,11,+,82915,83880,966,YKL190W,,86179,85879,86179,86179,86679
22,11,+,84497,86197,1701,YKL189W,,85485,85185,85485,85485,85985
257,11,-,86007,88509,2503,YKL188C,,762463,762463,762763,761963,762463
258,11,-,89120,91020,1901,YKL187C,,777289,777289,777589,776789,777289
259,11,-,91451,91710,260,YKL187C,,770651,770651,770951,770151,770651
261,11,-,92616,93629,1014,YKL186C,,786040,786040,786340,785540,786040
30,11,+,94261,96357,2097,YKL185W,,108557,108257,108557,108557,109057
31,11,+,96583,98415,1833,YKL184W,,115256,114956,115256,115256,115756
32,11,+,98576,99816,1241,YKL183W,,115898,115598,115898,115898,116398
33,11,+,100058,106949,6892,YKL182W,,117064,116764,117064,117064,117564
34,11,+,107141,108870,1730,YKL181W,,118267,117967,118267,118267,118767
35,11,+,109209,110321,1113,YKL180W,,121497,121197,121497,121497,121997
268,11,-,110143,112473,2331,YKL179C,,798061,798061,798361,797561,798061
269,11,-,112916,113658,743,YKL178C,,799194,799194,799494,798694,799194
270,11,-,115232,118455,3224,YKL176C,,803650,803650,803950,803150,803650
37,11,+,118724,120480,1757,YKL175W,,131707,131407,131707,131707,132207
271,11,-,120235,122256,2022,YKL174C,,810978,810978,811278,810478,810978
38,11,+,122471,127156,4686,YKL173W,,130009,129709,130009,130009,130509
39,11,+,127378,130377,3000,YKL171W,,132547,132247,132547,132547,133047
40,11,+,130581,131188,608,YKL170W,,135753,135453,135753,135753,136253
273,11,-,130698,134082,3385,YKL167C,,818295,818295,818595,817795,818295
274,11,-,134257,135838,1582,YKL165C-A,,813935,813935,814235,813435,813935
275,11,-,136012,141014,5003,YKL165C,,822534,822534,822834,822034,822534
277,11,-,141459,143061,1603,YKL164C,,829827,829827,830127,829327,829827
43,11,+,143368,145696,2329,YKL163W,,109147,108847,109147,109147,109647
280,11,-,145810,146004,195,YKL162C-A,,837124,837124,837424,836624,837124
281,11,-,147466,148834,1369,YKL162C,,840992,840992,841292,840492,840992
282,11,-,149011,152465,3455,YKL161C,,843210,843210,843510,842710,843210
46,11,+,153246,158463,5218,YKL160W,,153455,153155,153455,153455,153955
284,11,-,153401,154504,1104,YKL159C,,856812,856812,857112,856312,856812
47,11,+,158590,159459,870,YKL156W,,157838,157538,157838,157838,158338
286,11,-,159354,161316,1963,YKL155C,,861065,861065,861365,860565,861065
48,11,+,161529,162407,879,YKL154W,,159842,159542,159842,159842,160342
288,11,-,162616,164591,1976,YKL152C,,861062,861062,861362,860562,861062
50,11,+,163538,164592,1055,YKL153W,,163937,163637,163937,163937,164437
289,11,-,164760,166152,1393,YKL151C,,172233,172233,172533,171733,172233
52,11,+,166420,167568,1149,YKL150W,,147334,147034,147334,147334,147834
290,11,-,167439,168777,1339,YKL149C,,870727,870727,871027,870227,870727
291,11,-,168956,171437,2482,YKL148C,,868282,868282,868582,867782,868282
53,11,+,171643,173948,2306,YKL146W,,173089,172789,173089,173089,173589
54,11,+,174149,176546,2398,YKL145W,,174561,174261,174561,174561,175061
292,11,-,175588,176464,877,YKL144C,,877929,877929,878229,877429,877929
55,11,+,176714,179300,2587,YKL143W,,176187,175887,176187,176187,176687
56,11,+,179524,180387,864,YKL141W,,165645,165345,165645,165645,166145
57,11,+,180512,182614,2103,YKL140W,,168400,168100,168400,168400,168900
58,11,+,182846,184605,1760,YKL139W,,170773,170473,170773,170773,171273
294,11,-,184500,184981,482,YKL138C-A,,882878,882878,883178,882378,882878
295,11,-,185115,186028,914,YKL138C,,888930,888930,889230,888430,888930
60,11,+,185899,186488,590,YKL137W,,189052,188752,189052,189052,189552
296,11,-,186270,193020,6751,YKL133C,,888958,888958,889258,888458,888958
297,11,-,193187,196028,2842,YKL130C,,892323,892323,892623,891823,892323
298,11,-,196208,200199,3992,YKL129C,,895956,895956,896256,895456,895956
299,11,-,200481,201871,1391,YKL128C,,900130,900130,900430,899630,900130
65,11,+,203023,207830,4808,YKL127W,,205206,204906,205206,205206,205706
66,11,+,208131,210272,2142,YKL125W,,247429,247129,247429,247429,247929
67,11,+,210424,212475,2052,YKL124W,,212109,211809,212109,212109,212609
303,11,-,212324,212986,663,YKL122C,,912625,912625,912925,912125,912625
68,11,+,213952,216801,2850,YKL121W,,253131,252831,253131,253131,253631
69,11,+,217249,218575,1327,YKL120W,,217128,216828,217128,217128,217628
307,11,-,218395,219194,800,YKL119C,,934018,934018,934318,933518,934018
71,11,+,219501,219791,291,YKL118W,,223107,222807,223107,223107,223607
72,11,+,220275,221204,930,YKL117W,,223178,222878,223178,223178,223678
308,11,-,220878,223030,2153,YKL115C,,949658,949658,949958,949158,949658
309,11,-,223166,225906,2741,YKL113C,,86720,86720,87020,86220,86720
76,11,+,225701,228884,3184,YKL112W,,230197,229897,230197,230197,230697
310,11,-,228760,230419,1660,YKL110C,,939916,939916,940216,939416,939916
78,11,+,231355,235896,4542,YKL109W,,234132,234132,234432,233632,234132
312,11,-,235903,237166,1264,YKL106C-A,,13479,13479,13779,12979,13479
79,11,+,236167,236273,107,YKL107W,,238584,238284,238584,238584,239084
80,11,+,236406,237110,705,YKL107W,,246868,246568,246868,246868,247368
81,11,+,237422,239018,1597,YKL106W,,298190,297890,298190,298190,298690
313,11,-,238977,242695,3719,YKL105C,,15047,15047,15347,14547,15047
314,11,-,242905,248022,5118,YKL102C,,15492,15492,15792,14992,15492
86,11,+,246141,253541,7401,YKL101W,,254201,253901,254201,254201,254701
315,11,-,253400,256484,3085,YKL099C,,16001,16001,16301,15501,16001
87,11,+,256758,258029,1272,YKL098W,,259400,259400,259700,258900,259400
317,11,-,259108,259420,313,YKL096C-B,,981683,981683,981983,981183,981683
88,11,+,259199,259751,553,YKL096W-A,,264616,264616,264916,264116,264616
91,11,+,261022,261943,922,YKL096W,,273260,272960,273260,273260,273760
92,11,+,262139,264447,2309,YKL095W,,280402,280102,280402,280402,280902
320,11,-,264218,269460,5243,YKL092C,,989788,989788,990088,989288,989788
93,11,+,264739,265969,1231,YKL093W,,282026,282026,282326,281526,282026
321,11,-,269601,273083,3483,YKL091C,,29713,29713,30013,29213,29713
95,11,+,271872,277235,5364,YKL090W,,296399,296099,296399,296399,296899
323,11,-,276707,277904,1198,YKL087C,,997146,997146,997446,996646,997146
96,11,+,278325,278694,370,YKL086W,,297022,297022,297322,296522,297022
97,11,+,279005,281191,2187,YKL085W,,301589,301589,301889,301089,301589
324,11,-,280840,282461,1622,YKL082C,,46500,46500,46800,46000,46500
98,11,+,282739,284697,1959,YKL081W,,303051,303051,303351,302551,303051
99,11,+,284943,286295,1353,YKL080W,,305322,305322,305622,304822,305322
100,11,+,286510,288659,2150,YKL079W,,303413,303413,303713,302913,303413
101,11,+,288836,291125,2290,YKL078W,,307888,307888,308188,307388,307888
102,11,+,291372,292911,1540,YKL077W,,309902,309602,309902,309902,310402
328,11,-,292503,294326,1824,YKL075C,,145879,145879,146179,145379,145879
329,11,-,294491,296147,1657,YKL074C,,1023511,1023511,1023811,1023011,1023511
103,11,+,296332,299185,2854,YKL073W,,322078,321778,322078,322078,322578
104,11,+,299405,302466,3062,YKL072W,,291916,291616,291916,291916,292416
106,11,+,303338,305963,2626,YKL071W,,329473,329173,329473,329473,329973
107,11,+,306713,306915,203,YKL070W,,335853,335853,336153,335353,335853
108,11,+,307244,308066,823,YKL069W,,339887,339887,340187,339387,339887
109,11,+,309145,309742,598,YKL068W-A,,324528,324528,324828,324028,324528
110,11,+,310135,313227,3093,YKL068W,,326812,326512,326812,326812,327312
112,11,+,314721,315479,759,YKL067W,,383098,383098,383398,382598,383098
113,11,+,315763,316369,607,YKL066W,,383922,383922,384222,383422,383922
339,11,-,316172,317298,1127,YKL065C,,88164,88164,88464,87664,88164
114,11,+,317452,321389,3938,YKL064W,,355668,355668,355968,355168,355668
340,11,-,320398,321630,1233,YKL063C,,96160,96160,96460,95660,96160
115,11,+,323207,325505,2299,YKL062W,,360191,360191,360491,359691,360191
116,11,+,325665,327474,1810,YKL061W,,364945,364945,365245,364445,364945
341,11,-,326198,329442,3245,YKL059C,,98764,98764,99064,98264,98764
118,11,+,330144,330872,729,YKL058W,,342909,342909,343209,342409,342909
343,11,-,330766,333960,3195,YKL057C,,1076036,1076036,1076336,1075536,1076036
344,11,-,334111,338763,4653,YKL054C,,102874,102874,103174,102374,102874
345,11,-,339005,342512,3508,YKL052C,,105474,105474,105774,104974,105474
123,11,+,339240,339606,367,YKL053W,,386907,386607,386907,386907,387407
124,11,+,339784,340265,482,YKL053W,,393999,393999,394299,393499,393999
125,11,+,340593,342782,2190,YKL051W,,404958,404958,405258,404458,404958
346,11,-,342646,346729,4084,YKL049C,,1922,1922,2222,1422,1922
347,11,-,347000,349129,2130,YKL048C,,348552,348552,348852,348052,348552
126,11,+,349468,351169,1702,YKL047W,,361297,361297,361597,360797,361297
348,11,-,350962,353182,2221,YKL046C,,351914,351914,352214,351414,351914
127,11,+,353217,355261,2045,YKL045W,,410281,410281,410581,409781,410281
128,11,+,356495,357991,1497,YKL044W,,412212,412212,412512,411712,412212
129,11,+,358353,359722,1370,YKL042W,,415747,415747,416047,415247,415747
352,11,-,359864,362248,2385,YKL040C,,365751,365751,366051,365251,365751
130,11,+,360068,361100,1033,YKL041W,,418354,418354,418654,417854,418354
131,11,+,362228,364426,2199,YKL039W,,420752,420752,421052,420252,420752
132,11,+,364681,369364,4684,YKL038W,,425753,425753,426053,425253,425753
354,11,-,369176,369468,293,YKL036C,,128219,128219,128519,127719,128219
133,11,+,369790,371534,1745,YKL037W,,427909,427909,428209,427409,427909
134,11,+,371743,374198,2456,YKL034W,,429821,429821,430121,429321,429821
135,11,+,374425,375327,903,YKL033W-A,,432497,432497,432797,431997,432497
136,11,+,375456,379045,3590,YKL033W,,416989,416989,417289,416489,416989
358,11,-,379838,381994,2157,YKL032C,,144067,144067,144367,143567,144067
138,11,+,381624,382155,532,YKL031W,,444536,444536,444836,444036,444536
359,11,-,382552,384897,2346,YKL029C,,111581,111581,111881,111081,111581
140,11,+,385739,389029,3291,YKL028W,,410235,410235,410535,409735,410235
362,11,-,389088,392229,3142,YKL025C,,156228,156228,156528,155728,156228
363,11,-,392365,393325,961,YKL023C-A,,157561,157561,157861,157061,157561
364,11,-,393529,398571,5043,YKL021C,,164028,164028,164328,163528,164028
144,11,+,393538,395900,2363,YKL023W,,483343,483043,483343,483343,483843
365,11,-,398705,402052,3348,YKL020C,,169363,169363,169663,168863,169363
145,11,+,402415,403588,1174,YKL019W,,464316,464316,464616,463816,464316
366,11,-,403430,404201,772,YKL018C-A,,170089,170089,170389,169589,170089
146,11,+,404097,405216,1120,YKL018W,,467167,467167,467467,466667,467167
367,11,-,405018,408001,2984,YKL016C,,170457,170457,170757,169957,170457
147,11,+,408461,411667,3207,YKL015W,,488393,488393,488693,487893,488393
368,11,-,411496,416886,5391,YKL014C,,170808,170808,171108,170308,170808
369,11,-,417218,418000,783,YKL013C,,47564,47564,47864,47064,47564
148,11,+,418235,420621,2387,YKL012W,,427595,427595,427895,427095,427595
370,11,-,420008,425924,5917,YKL010C,,172727,172727,173027,172227,172727
150,11,+,426200,427067,868,YKL009W,,500968,500968,501268,500468,500968
372,11,-,426943,428639,1697,YKL008C,,184645,184645,184945,184145,184645
153,11,+,429104,430271,1168,YKL007W,,510488,510488,510788,509988,510488
373,11,-,429993,431219,1227,YKL006C-A,,187777,187777,188077,187277,187777
155,11,+,431761,432811,1051,YKL006W,,495479,495479,495779,494979,495479
375,11,-,432873,435080,2208,YKL005C,,68932,68932,69232,68432,68932
156,11,+,435225,436949,1725,YKL004W,,497987,497987,498287,497487,497987
377,11,-,436775,438413,1639,YKL003C,,202517,202517,202817,202017,202517
158,11,+,437658,438759,1102,YKL002W,,503214,503214,503514,502714,503214
378,11,-,438605,439407,803,YKL001C,,167908,167908,168208,167408,167908
379,11,-,440351,442730,2380,YKR001C,,174955,174955,175255,174455,174955
160,11,+,443000,445001,2002,YKR002W,,478164,478164,478464,477664,478164
161,11,+,445287,447194,1908,YKR003W,,459927,459927,460227,459427,459927
380,11,-,446114,447974,1861,YKR004C,,302670,302670,302970,302170,302670
381,11,-,448261,451171,2911,YKR006C,,79719,79719,80019,79219,79719
163,11,+,451444,452051,608,YKR007W,,520646,520646,520946,520146,520646
164,11,+,452191,454195,2005,YKR008W,,471873,471873,472173,471373,471873
383,11,-,454138,455598,1461,YKR009C,,82990,82990,83290,82490,82990
384,11,-,456032,456153,122,YKR009C,,471104,471104,471404,470604,471104
385,11,-,458717,461246,2530,YKR010C,,218339,218339,218639,217839,218339
386,11,-,461386,462737,1352,YKR011C,,86719,86719,87019,86219,86719
388,11,-,463641,464902,1262,YKR012C,,225805,225805,226105,225305,225805
168,11,+,463786,465233,1448,YKR013W,,529599,529599,529899,529099,529599
389,11,-,465109,466153,1045,YKR014C,,227400,227400,227700,226900,227400
390,11,-,466703,467388,686,YKR015C,,96356,96356,96656,95856,96356
391,11,-,468744,469231,488,YKR015C,,230817,230817,231117,230317,230817
171,11,+,469684,471589,1906,YKR016W,,539152,539152,539452,538652,539152
392,11,-,471487,475868,4382,YKR018C,,237084,237084,237384,236584,237084
393,11,-,476033,478164,2132,YKR019C,,237901,237901,238201,237401,237901
175,11,+,478185,482146,3962,YKR020W,,551993,551993,552293,551493,551993
394,11,-,481985,483145,1161,YKR022C,,238305,238305,238605,237805,238305
176,11,+,483397,485068,1672,YKR023W,,511654,511654,511954,511154,511654
395,11,-,484902,487345,2444,YKR024C,,244076,244076,244376,243576,244076
177,11,+,487747,488720,974,YKR025W,,554625,554625,554925,554125,554625
396,11,-,488489,489703,1215,YKR026C,,246198,246198,246498,245698,246198
180,11,+,491024,497483,6460,YKR027W,,522940,522940,523240,522440,522940
398,11,-,497421,499861,2441,YKR029C,,254431,254431,254731,253931,254431
181,11,+,500150,501209,1060,YKR030W,,525121,525121,525421,524621,525121
399,11,-,501098,506705,5608,YKR031C,,259325,259325,259625,258825,259325
182,11,+,506774,507761,988,YKR032W,,537419,537419,537719,536919,537419
400,11,-,506883,507088,206,YKR033C,,261147,261147,261447,260647,261147
183,11,+,507930,508687,758,YKR035W-A,,544961,544961,545261,544461,544961
401,11,-,508051,508188,138,YKR035C,,264321,264321,264621,263821,264321
402,11,-,508310,513309,5000,YKR038C,,267888,267888,268188,267388,267888
184,11,+,514183,517005,2823,YKR039W,,572297,572297,572597,571797,572297
185,11,+,518228,520832,2605,YKR041W,,576412,576412,576712,575912,576412
407,11,-,520670,521701,1032,YKR043C,,282883,282883,283183,282383,282883
187,11,+,521339,523460,2122,YKR044W,,559974,559974,560274,559474,559974
408,11,-,521843,525031,3189,YKR046C,,286303,286303,286603,285803,286303
188,11,+,523745,525569,1825,YKR047W,,610409,610409,610709,609909,610409
409,11,-,525203,527182,1980,YKR049C,,289225,289225,289525,288725,289225
189,11,+,526878,530647,3770,YKR050W,,583900,583900,584200,583400,583900
190,11,+,530840,532304,1465,YKR051W,,573090,573090,573390,572590,573090
410,11,-,532155,547919,15765,YKR054C,,292413,292413,292713,291913,292413
192,11,+,548191,549404,1214,YKR055W,,575900,575900,576200,575400,575900
193,11,+,549575,552501,2927,YKR056W,,577382,577382,577682,576882,577382
